"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","309","test_register_failure_missing_password","tests.api","Mon Jul 14 20:53:42 GMT 2025","passed","Mon Jul 14 20:53:42 GMT 2025","","test_register_failure","",""
"","308","test_register_success","tests.api","Mon Jul 14 20:53:42 GMT 2025","passed","Mon Jul 14 20:53:43 GMT 2025","","test_register_success","",""
"","306","test_login_success","tests.api","Mon Jul 14 20:53:42 GMT 2025","passed","Mon Jul 14 20:53:42 GMT 2025","","test_login_success","",""
"","317","test_get_user_not_found","tests.api","Mon Jul 14 20:53:40 GMT 2025","passed","Mon Jul 14 20:53:41 GMT 2025","","test_get_user_not_found","",""
"","324","test_get_users_page_1","tests.api","Mon Jul 14 20:53:41 GMT 2025","passed","Mon Jul 14 20:53:41 GMT 2025","","test_get_users_page_1","",""
"
        End-to-End test: Add multiple items to the cart and complete checkout.
     ","6982","test_e2e_add_to_cart_and_checkout[chromium]","tests.ui","Mon Jul 14 20:53:56 GMT 2025","passed","Mon Jul 14 20:54:03 GMT 2025","","test_e2e_buy_items","",""
"","2191","test_login_invalid_username[chromium]","tests.ui","Mon Jul 14 20:54:19 GMT 2025","passed","Mon Jul 14 20:54:21 GMT 2025","","test_login_negative","",""
"","35","test_get_users_page_2","tests.api","Mon Jul 14 20:53:41 GMT 2025","passed","Mon Jul 14 20:53:41 GMT 2025","","test_get_users_page_2","",""
"","396","test_login_failure_missing_password","tests.api","Mon Jul 14 20:53:41 GMT 2025","passed","Mon Jul 14 20:53:42 GMT 2025","","test_login_failure","",""
"","3811","test_login_locked_out_user[chromium]","tests.ui","Mon Jul 14 20:54:14 GMT 2025","passed","Mon Jul 14 20:54:18 GMT 2025","","test_login_negative","",""
"","3579","test_login_empty_username_and_password[chromium-standard_user--Epic sadface: Password is required]","tests.ui","Mon Jul 14 20:54:45 GMT 2025","passed","Mon Jul 14 20:54:49 GMT 2025","","test_login_negative","",""
"","3524","test_login_problem_user_success[chromium]","tests.ui","Mon Jul 14 20:54:28 GMT 2025","passed","Mon Jul 14 20:54:31 GMT 2025","","test_login_positive","",""
"","320","test_get_user_by_id","tests.api","Mon Jul 14 20:53:40 GMT 2025","passed","Mon Jul 14 20:53:40 GMT 2025","","test_get_user_by_id","",""
"","302","test_update_user","tests.api","Mon Jul 14 20:53:43 GMT 2025","passed","Mon Jul 14 20:53:43 GMT 2025","","test_update_user","",""
"","9650","test_login_performance_glitch_user_success[chromium]","tests.ui","Mon Jul 14 20:54:32 GMT 2025","passed","Mon Jul 14 20:54:41 GMT 2025","","test_login_positive","",""
"","321","test_create_user","tests.api","Mon Jul 14 20:53:39 GMT 2025","passed","Mon Jul 14 20:53:39 GMT 2025","","test_create_user","",""
"","2228","test_login_empty_username_and_password[chromium--secret_sauce-Epic sadface: Username is required]","tests.ui","Mon Jul 14 20:54:21 GMT 2025","passed","Mon Jul 14 20:54:23 GMT 2025","","test_login_negative","",""
"
     End-to-End test: Add multiple items to cart, remove one, and complete checkout
     ","6892","test_e2e_remove_item_and_checkout[chromium]","tests.ui","Mon Jul 14 20:54:07 GMT 2025","passed","Mon Jul 14 20:54:14 GMT 2025","","test_e2e_remove_item","",""
"","307","test_get_resource_list","tests.api","Mon Jul 14 20:53:40 GMT 2025","passed","Mon Jul 14 20:53:40 GMT 2025","","test_get_resource_list","",""
"","309","test_get_single_resource","tests.api","Mon Jul 14 20:53:40 GMT 2025","passed","Mon Jul 14 20:53:40 GMT 2025","","test_get_single_resource","",""
"","334","test_update_user_not_found","tests.api","Mon Jul 14 20:53:43 GMT 2025","passed","Mon Jul 14 20:53:43 GMT 2025","","test_update_user_not_found","",""
"","298","test_patch_user","tests.api","Mon Jul 14 20:53:42 GMT 2025","passed","Mon Jul 14 20:53:42 GMT 2025","","test_patch_user","",""
"","3438","test_login_visual_user_success[chromium]","tests.ui","Mon Jul 14 20:54:41 GMT 2025","passed","Mon Jul 14 20:54:45 GMT 2025","","test_login_positive","",""
"","300","test_delete_user","tests.api","Mon Jul 14 20:53:39 GMT 2025","passed","Mon Jul 14 20:53:39 GMT 2025","","test_delete_user","",""
"","301","test_delete_user_not_found","tests.api","Mon Jul 14 20:53:39 GMT 2025","passed","Mon Jul 14 20:53:40 GMT 2025","","test_delete_user_not_found","",""
"","3617","test_login_standard_user_success[chromium]","tests.ui","Mon Jul 14 20:54:24 GMT 2025","passed","Mon Jul 14 20:54:27 GMT 2025","","test_login_positive","",""
