"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9680","test_login_performance_glitch_user_success[chromium]","tests.ui","Mon Jul 14 19:22:18 GMT 2025","passed","Mon Jul 14 19:22:27 GMT 2025","","test_login_positive","",""
"","331","test_register_success","tests.api","Mon Jul 14 19:21:33 GMT 2025","passed","Mon Jul 14 19:21:33 GMT 2025","","test_register_success","",""
"","3843","test_login_locked_out_user[chromium]","tests.ui","Mon Jul 14 19:22:00 GMT 2025","passed","Mon Jul 14 19:22:04 GMT 2025","","test_login_negative","",""
"","47","test_get_users_page_2","tests.api","Mon Jul 14 19:21:32 GMT 2025","passed","Mon Jul 14 19:21:32 GMT 2025","","test_get_users_page_2","",""
"","307","test_register_failure_missing_password","tests.api","Mon Jul 14 19:21:33 GMT 2025","passed","Mon Jul 14 19:21:33 GMT 2025","","test_register_failure","",""
"","2264","test_login_empty_username_and_password[chromium--secret_sauce-Epic sadface: Username is required]","tests.ui","Mon Jul 14 19:22:07 GMT 2025","passed","Mon Jul 14 19:22:09 GMT 2025","","test_login_negative","",""
"","328","test_create_user","tests.api","Mon Jul 14 19:21:31 GMT 2025","passed","Mon Jul 14 19:21:31 GMT 2025","","test_create_user","",""
"","2179","test_login_invalid_username[chromium]","tests.ui","Mon Jul 14 19:22:05 GMT 2025","passed","Mon Jul 14 19:22:07 GMT 2025","","test_login_negative","",""
"","3635","test_login_standard_user_success[chromium]","tests.ui","Mon Jul 14 19:22:10 GMT 2025","passed","Mon Jul 14 19:22:13 GMT 2025","","test_login_positive","",""
"","303","test_login_failure_missing_password","tests.api","Mon Jul 14 19:21:32 GMT 2025","passed","Mon Jul 14 19:21:32 GMT 2025","","test_login_failure","",""
"","3432","test_login_visual_user_success[chromium]","tests.ui","Mon Jul 14 19:22:28 GMT 2025","passed","Mon Jul 14 19:22:31 GMT 2025","","test_login_positive","",""
"","3641","test_login_empty_username_and_password[chromium-standard_user--Epic sadface: Password is required]","tests.ui","Mon Jul 14 19:22:31 GMT 2025","passed","Mon Jul 14 19:22:35 GMT 2025","","test_login_negative","",""
"
        End-to-End test: Add multiple items to the cart and complete checkout.
     ","7018","test_e2e_add_to_cart_and_checkout[chromium]","tests.ui","Mon Jul 14 19:21:42 GMT 2025","passed","Mon Jul 14 19:21:49 GMT 2025","","test_e2e_buy_items","",""
"","314","test_get_user_not_found","tests.api","Mon Jul 14 19:21:32 GMT 2025","passed","Mon Jul 14 19:21:32 GMT 2025","","test_get_user_not_found","",""
"","77","test_get_user_by_id","tests.api","Mon Jul 14 19:21:31 GMT 2025","passed","Mon Jul 14 19:21:32 GMT 2025","","test_get_user_by_id","",""
"","3532","test_login_problem_user_success[chromium]","tests.ui","Mon Jul 14 19:22:14 GMT 2025","passed","Mon Jul 14 19:22:17 GMT 2025","","test_login_positive","",""
"","67","test_get_users_page_1","tests.api","Mon Jul 14 19:21:32 GMT 2025","passed","Mon Jul 14 19:21:32 GMT 2025","","test_get_users_page_1","",""
"
     End-to-End test: Add multiple items to cart, remove one, and complete checkout
     ","6958","test_e2e_remove_item_and_checkout[chromium]","tests.ui","Mon Jul 14 19:21:53 GMT 2025","passed","Mon Jul 14 19:22:00 GMT 2025","","test_e2e_remove_item","",""
"","1","test_patch_user","tests.api","Mon Jul 14 19:21:33 GMT 2025","broken","Mon Jul 14 19:21:33 GMT 2025","","test_resource_not_found","",""
"","311","test_update_user","tests.api","Mon Jul 14 19:21:33 GMT 2025","passed","Mon Jul 14 19:21:34 GMT 2025","","test_update_user","",""
"","317","test_login_success","tests.api","Mon Jul 14 19:21:32 GMT 2025","passed","Mon Jul 14 19:21:33 GMT 2025","","test_login_success","",""
