"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","238","test_get_user_by_id","tests.api","Mon Jul 21 08:10:02 GMT 2025","passed","Mon Jul 21 08:10:03 GMT 2025","","test_get_user_by_id","",""
"","9606","test_login_performance_glitch_user_success[chromium]","tests.ui","Mon Jul 21 08:11:01 GMT 2025","passed","Mon Jul 21 08:11:10 GMT 2025","","test_login_positive","",""
"","3633","test_login_standard_user_success[chromium]","tests.ui","Mon Jul 21 08:10:53 GMT 2025","passed","Mon Jul 21 08:10:56 GMT 2025","","test_login_positive","",""
"","2254","test_login_empty_username_and_password[chromium--secret_sauce-Epic sadface: Username is required]","tests.ui","Mon Jul 21 08:10:50 GMT 2025","passed","Mon Jul 21 08:10:52 GMT 2025","","test_login_negative","",""
"","6946","test_e2e_add_to_cart_and_checkout[chromium]","tests.ui","Mon Jul 21 08:10:24 GMT 2025","passed","Mon Jul 21 08:10:31 GMT 2025","","test_e2e_buy_items","",""
"","156","test_login_failure_missing_password","tests.api","Mon Jul 21 08:10:07 GMT 2025","passed","Mon Jul 21 08:10:07 GMT 2025","","test_login_failure","",""
"","3496","test_login_problem_user_success[chromium]","tests.ui","Mon Jul 21 08:10:57 GMT 2025","passed","Mon Jul 21 08:11:00 GMT 2025","","test_login_positive","",""
"","173","test_get_users_page_2","tests.api","Mon Jul 21 08:10:03 GMT 2025","passed","Mon Jul 21 08:10:03 GMT 2025","","test_get_users_page_2","",""
"","312","test_delete_user_not_found","tests.api","Mon Jul 21 08:10:01 GMT 2025","passed","Mon Jul 21 08:10:02 GMT 2025","","test_delete_user_not_found","",""
"","304","test_register_failure_missing_password","tests.api","Mon Jul 21 08:10:07 GMT 2025","passed","Mon Jul 21 08:10:08 GMT 2025","","test_register_failure","",""
"","302","test_patch_user","tests.api","Mon Jul 21 08:10:07 GMT 2025","passed","Mon Jul 21 08:10:07 GMT 2025","","test_patch_user","",""
"","3297","test_get_users_with_delay","tests.api","Mon Jul 21 08:10:03 GMT 2025","passed","Mon Jul 21 08:10:07 GMT 2025","","test_get_users_with_delay","",""
"","309","test_register_success","tests.api","Mon Jul 21 08:10:08 GMT 2025","passed","Mon Jul 21 08:10:08 GMT 2025","","test_register_success","",""
"","3426","test_login_visual_user_success[chromium]","tests.ui","Mon Jul 21 08:11:11 GMT 2025","passed","Mon Jul 21 08:11:14 GMT 2025","","test_login_positive","",""
"","317","test_create_user_with_faker","tests.api","Mon Jul 21 08:10:01 GMT 2025","passed","Mon Jul 21 08:10:01 GMT 2025","","test_create_user_with_faker","",""
"","6927","test_e2e_remove_item_and_checkout[chromium]","tests.ui","Mon Jul 21 08:10:36 GMT 2025","passed","Mon Jul 21 08:10:42 GMT 2025","","test_e2e_remove_item","",""
"","160","test_update_user_not_found","tests.api","Mon Jul 21 08:10:08 GMT 2025","passed","Mon Jul 21 08:10:08 GMT 2025","","test_update_user_not_found","",""
"","286","test_delete_user","tests.api","Mon Jul 21 08:10:01 GMT 2025","passed","Mon Jul 21 08:10:01 GMT 2025","","test_delete_user","",""
"","3583","test_login_empty_username_and_password[chromium-standard_user--Epic sadface: Password is required]","tests.ui","Mon Jul 21 08:11:14 GMT 2025","passed","Mon Jul 21 08:11:18 GMT 2025","","test_login_negative","",""
"","170","test_login_success","tests.api","Mon Jul 21 08:10:07 GMT 2025","passed","Mon Jul 21 08:10:07 GMT 2025","","test_login_success","",""
"","323","test_create_user","tests.api","Mon Jul 21 08:10:01 GMT 2025","passed","Mon Jul 21 08:10:01 GMT 2025","","test_create_user","",""
"","298","test_get_user_not_found","tests.api","Mon Jul 21 08:10:03 GMT 2025","passed","Mon Jul 21 08:10:03 GMT 2025","","test_get_user_not_found","",""
"","2180","test_login_invalid_username[chromium]","tests.ui","Mon Jul 21 08:10:48 GMT 2025","passed","Mon Jul 21 08:10:50 GMT 2025","","test_login_negative","",""
"","222","test_get_resource_list","tests.api","Mon Jul 21 08:10:02 GMT 2025","passed","Mon Jul 21 08:10:02 GMT 2025","","test_get_resource_list","",""
"","314","test_get_users_page_1","tests.api","Mon Jul 21 08:10:03 GMT 2025","passed","Mon Jul 21 08:10:03 GMT 2025","","test_get_users_page_1","",""
"","310","test_get_single_resource","tests.api","Mon Jul 21 08:10:02 GMT 2025","passed","Mon Jul 21 08:10:02 GMT 2025","","test_get_single_resource","",""
"","170","test_update_user","tests.api","Mon Jul 21 08:10:08 GMT 2025","passed","Mon Jul 21 08:10:08 GMT 2025","","test_update_user","",""
"","3848","test_login_locked_out_user[chromium]","tests.ui","Mon Jul 21 08:10:43 GMT 2025","passed","Mon Jul 21 08:10:47 GMT 2025","","test_login_negative","",""
