"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2282","test_login_empty_username_and_password[chromium--secret_sauce-Epic sadface: Username is required]","tests.ui","Mon Jul 21 08:02:42 GMT 2025","passed","Mon Jul 21 08:02:45 GMT 2025","","test_login_negative","",""
"","3613","test_login_standard_user_success[chromium]","tests.ui","Mon Jul 21 08:02:45 GMT 2025","passed","Mon Jul 21 08:02:49 GMT 2025","","test_login_positive","",""
"","194","test_login_success","tests.api","Mon Jul 21 08:02:04 GMT 2025","passed","Mon Jul 21 08:02:04 GMT 2025","","test_login_success","",""
"","178","test_register_failure_missing_password","tests.api","Mon Jul 21 08:02:04 GMT 2025","passed","Mon Jul 21 08:02:05 GMT 2025","","test_register_failure","",""
"","3410","test_login_visual_user_success[chromium]","tests.ui","Mon Jul 21 08:03:03 GMT 2025","passed","Mon Jul 21 08:03:06 GMT 2025","","test_login_positive","",""
"","2201","test_login_invalid_username[chromium]","tests.ui","Mon Jul 21 08:02:40 GMT 2025","passed","Mon Jul 21 08:02:42 GMT 2025","","test_login_negative","",""
"","3609","test_login_empty_username_and_password[chromium-standard_user--Epic sadface: Password is required]","tests.ui","Mon Jul 21 08:03:07 GMT 2025","passed","Mon Jul 21 08:03:10 GMT 2025","","test_login_negative","",""
"","208","test_login_failure_missing_password","tests.api","Mon Jul 21 08:02:04 GMT 2025","passed","Mon Jul 21 08:02:04 GMT 2025","","test_login_failure","",""
"","39","test_get_resource_list","tests.api","Mon Jul 21 08:02:00 GMT 2025","passed","Mon Jul 21 08:02:00 GMT 2025","","test_get_resource_list","",""
"","45","test_get_single_resource","tests.api","Mon Jul 21 08:02:00 GMT 2025","passed","Mon Jul 21 08:02:00 GMT 2025","","test_get_single_resource","",""
"","7124","test_e2e_remove_item_and_checkout[chromium]","tests.ui","Mon Jul 21 08:02:27 GMT 2025","passed","Mon Jul 21 08:02:35 GMT 2025","","test_e2e_remove_item","",""
"","199","test_delete_user","tests.api","Mon Jul 21 08:02:00 GMT 2025","passed","Mon Jul 21 08:02:00 GMT 2025","","test_delete_user","",""
"","134","test_update_user","tests.api","Mon Jul 21 08:02:05 GMT 2025","passed","Mon Jul 21 08:02:05 GMT 2025","","test_update_user","",""
"","181","test_delete_user_not_found","tests.api","Mon Jul 21 08:02:00 GMT 2025","passed","Mon Jul 21 08:02:00 GMT 2025","","test_delete_user_not_found","",""
"","3187","test_get_users_with_delay","tests.api","Mon Jul 21 08:02:01 GMT 2025","passed","Mon Jul 21 08:02:04 GMT 2025","","test_get_users_with_delay","",""
"","115","test_register_success","tests.api","Mon Jul 21 08:02:05 GMT 2025","passed","Mon Jul 21 08:02:05 GMT 2025","","test_register_success","",""
"","184","test_patch_user","tests.api","Mon Jul 21 08:02:04 GMT 2025","passed","Mon Jul 21 08:02:04 GMT 2025","","test_patch_user","",""
"","212","test_create_user","tests.api","Mon Jul 21 08:01:59 GMT 2025","passed","Mon Jul 21 08:02:00 GMT 2025","","test_create_user","",""
"","204","test_get_user_not_found","tests.api","Mon Jul 21 08:02:00 GMT 2025","passed","Mon Jul 21 08:02:00 GMT 2025","","test_get_user_not_found","",""
"","3822","test_login_locked_out_user[chromium]","tests.ui","Mon Jul 21 08:02:35 GMT 2025","passed","Mon Jul 21 08:02:39 GMT 2025","","test_login_negative","",""
"","6940","test_e2e_add_to_cart_and_checkout[chromium]","tests.ui","Mon Jul 21 08:02:16 GMT 2025","passed","Mon Jul 21 08:02:23 GMT 2025","","test_e2e_buy_items","",""
"","44","test_get_user_by_id","tests.api","Mon Jul 21 08:02:00 GMT 2025","passed","Mon Jul 21 08:02:00 GMT 2025","","test_get_user_by_id","",""
"","119","test_update_user_not_found","tests.api","Mon Jul 21 08:02:05 GMT 2025","passed","Mon Jul 21 08:02:05 GMT 2025","","test_update_user_not_found","",""
"","223","test_create_user_with_faker","tests.api","Mon Jul 21 08:02:00 GMT 2025","passed","Mon Jul 21 08:02:00 GMT 2025","","test_create_user_with_faker","",""
"","3558","test_login_problem_user_success[chromium]","tests.ui","Mon Jul 21 08:02:49 GMT 2025","passed","Mon Jul 21 08:02:52 GMT 2025","","test_login_positive","",""
"","9666","test_login_performance_glitch_user_success[chromium]","tests.ui","Mon Jul 21 08:02:53 GMT 2025","passed","Mon Jul 21 08:03:03 GMT 2025","","test_login_positive","",""
"","46","test_get_users_page_1","tests.api","Mon Jul 21 08:02:00 GMT 2025","passed","Mon Jul 21 08:02:01 GMT 2025","","test_get_users_page_1","",""
"","38","test_get_users_page_2","tests.api","Mon Jul 21 08:02:01 GMT 2025","passed","Mon Jul 21 08:02:01 GMT 2025","","test_get_users_page_2","",""
