"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_patch_user","tests.api","Mon Jul 14 19:46:09 GMT 2025","broken","Mon Jul 14 19:46:09 GMT 2025","","test_patch_user","",""
"","333","test_login_failure_missing_password","tests.api","Mon Jul 14 19:46:08 GMT 2025","passed","Mon Jul 14 19:46:09 GMT 2025","","test_login_failure","",""
"","3595","test_login_problem_user_success[chromium]","tests.ui","Mon Jul 14 19:46:57 GMT 2025","passed","Mon Jul 14 19:47:01 GMT 2025","","test_login_positive","",""
"","387","test_delete_user","tests.api","Mon Jul 14 19:46:06 GMT 2025","passed","Mon Jul 14 19:46:07 GMT 2025","","test_delete_user","",""
"","3684","test_login_standard_user_success[chromium]","tests.ui","Mon Jul 14 19:46:53 GMT 2025","passed","Mon Jul 14 19:46:57 GMT 2025","","test_login_positive","",""
"","2325","test_login_empty_username_and_password[chromium--secret_sauce-Epic sadface: Username is required]","tests.ui","Mon Jul 14 19:46:51 GMT 2025","passed","Mon Jul 14 19:46:53 GMT 2025","","test_login_negative","",""
"","345","test_login_success","tests.api","Mon Jul 14 19:46:09 GMT 2025","passed","Mon Jul 14 19:46:09 GMT 2025","","test_login_success","",""
"","345","test_delete_user_not_found","tests.api","Mon Jul 14 19:46:07 GMT 2025","passed","Mon Jul 14 19:46:07 GMT 2025","","test_delete_user_not_found","",""
"","368","test_create_user","tests.api","Mon Jul 14 19:46:06 GMT 2025","passed","Mon Jul 14 19:46:06 GMT 2025","","test_create_user","",""
"
        End-to-End test: Add multiple items to the cart and complete checkout.
     ","7004","test_e2e_add_to_cart_and_checkout[chromium]","tests.ui","Mon Jul 14 19:46:25 GMT 2025","passed","Mon Jul 14 19:46:32 GMT 2025","","test_e2e_buy_items","",""
"","331","test_update_user_not_found","tests.api","Mon Jul 14 19:46:10 GMT 2025","passed","Mon Jul 14 19:46:11 GMT 2025","","test_update_user_not_found","",""
"","3675","test_login_empty_username_and_password[chromium-standard_user--Epic sadface: Password is required]","tests.ui","Mon Jul 14 19:47:15 GMT 2025","passed","Mon Jul 14 19:47:19 GMT 2025","","test_login_negative","",""
"","9745","test_login_performance_glitch_user_success[chromium]","tests.ui","Mon Jul 14 19:47:01 GMT 2025","passed","Mon Jul 14 19:47:11 GMT 2025","","test_login_positive","",""
"","342","test_update_user","tests.api","Mon Jul 14 19:46:10 GMT 2025","passed","Mon Jul 14 19:46:10 GMT 2025","","test_update_user","",""
"","344","test_register_success","tests.api","Mon Jul 14 19:46:09 GMT 2025","passed","Mon Jul 14 19:46:10 GMT 2025","","test_register_success","",""
"
     End-to-End test: Add multiple items to cart, remove one, and complete checkout
     ","7166","test_e2e_remove_item_and_checkout[chromium]","tests.ui","Mon Jul 14 19:46:36 GMT 2025","passed","Mon Jul 14 19:46:43 GMT 2025","","test_e2e_remove_item","",""
"","3918","test_login_locked_out_user[chromium]","tests.ui","Mon Jul 14 19:46:43 GMT 2025","passed","Mon Jul 14 19:46:47 GMT 2025","","test_login_negative","",""
"","3539","test_login_visual_user_success[chromium]","tests.ui","Mon Jul 14 19:47:11 GMT 2025","passed","Mon Jul 14 19:47:15 GMT 2025","","test_login_positive","",""
"","346","test_get_user_by_id","tests.api","Mon Jul 14 19:46:07 GMT 2025","passed","Mon Jul 14 19:46:08 GMT 2025","","test_get_user_by_id","",""
"","2187","test_login_invalid_username[chromium]","tests.ui","Mon Jul 14 19:46:48 GMT 2025","passed","Mon Jul 14 19:46:50 GMT 2025","","test_login_negative","",""
"","385","test_get_users_page_1","tests.api","Mon Jul 14 19:46:08 GMT 2025","passed","Mon Jul 14 19:46:08 GMT 2025","","test_get_users_page_1","",""
"","330","test_get_user_not_found","tests.api","Mon Jul 14 19:46:08 GMT 2025","passed","Mon Jul 14 19:46:08 GMT 2025","","test_get_user_not_found","",""
"","427","test_register_failure_missing_password","tests.api","Mon Jul 14 19:46:09 GMT 2025","passed","Mon Jul 14 19:46:09 GMT 2025","","test_register_failure","",""
"","56","test_get_users_page_2","tests.api","Mon Jul 14 19:46:08 GMT 2025","passed","Mon Jul 14 19:46:08 GMT 2025","","test_get_users_page_2","",""
