"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","214","test_update_user_not_found","tests.api","Tue Jul 15 18:48:03 GMT 2025","passed","Tue Jul 15 18:48:03 GMT 2025","","test_update_user_not_found","",""
"
        End-to-End test: Add multiple items to the cart and complete checkout.
     ","6908","test_e2e_add_to_cart_and_checkout[chromium]","tests.ui","Tue Jul 15 18:48:15 GMT 2025","passed","Tue Jul 15 18:48:22 GMT 2025","","test_e2e_buy_items","",""
"","4457","test_login_locked_out_user[chromium]","tests.ui","Tue Jul 15 18:48:33 GMT 2025","passed","Tue Jul 15 18:48:38 GMT 2025","","test_login_negative","",""
"","3630","test_login_empty_username_and_password[chromium-standard_user--Epic sadface: Password is required]","tests.ui","Tue Jul 15 18:49:05 GMT 2025","passed","Tue Jul 15 18:49:09 GMT 2025","","test_login_negative","",""
"","2173","test_login_invalid_username[chromium]","tests.ui","Tue Jul 15 18:48:39 GMT 2025","passed","Tue Jul 15 18:48:41 GMT 2025","","test_login_negative","",""
"","239","test_patch_user","tests.api","Tue Jul 15 18:48:02 GMT 2025","passed","Tue Jul 15 18:48:02 GMT 2025","","test_patch_user","",""
"","211","test_delete_user","tests.api","Tue Jul 15 18:47:57 GMT 2025","passed","Tue Jul 15 18:47:58 GMT 2025","","test_delete_user","",""
"","209","test_register_failure_missing_password","tests.api","Tue Jul 15 18:48:02 GMT 2025","passed","Tue Jul 15 18:48:03 GMT 2025","","test_register_failure","",""
"","70","test_get_users_page_2","tests.api","Tue Jul 15 18:47:58 GMT 2025","passed","Tue Jul 15 18:47:58 GMT 2025","","test_get_users_page_2","",""
"","3632","test_login_standard_user_success[chromium]","tests.ui","Tue Jul 15 18:48:44 GMT 2025","passed","Tue Jul 15 18:48:47 GMT 2025","","test_login_positive","",""
"","237","test_create_user","tests.api","Tue Jul 15 18:47:57 GMT 2025","passed","Tue Jul 15 18:47:57 GMT 2025","","test_create_user","",""
"","209","test_login_failure_missing_password","tests.api","Tue Jul 15 18:48:02 GMT 2025","passed","Tue Jul 15 18:48:02 GMT 2025","","test_login_failure","",""
"","207","test_login_success","tests.api","Tue Jul 15 18:48:02 GMT 2025","passed","Tue Jul 15 18:48:02 GMT 2025","","test_login_success","",""
"","65","test_get_resource_list","tests.api","Tue Jul 15 18:47:58 GMT 2025","passed","Tue Jul 15 18:47:58 GMT 2025","","test_get_resource_list","",""
"","9692","test_login_performance_glitch_user_success[chromium]","tests.ui","Tue Jul 15 18:48:52 GMT 2025","passed","Tue Jul 15 18:49:01 GMT 2025","","test_login_positive","",""
"
     End-to-End test: Add multiple items to cart, remove one, and complete checkout
     ","6924","test_e2e_remove_item_and_checkout[chromium]","tests.ui","Tue Jul 15 18:48:26 GMT 2025","passed","Tue Jul 15 18:48:33 GMT 2025","","test_e2e_remove_item","",""
"","3530","test_login_problem_user_success[chromium]","tests.ui","Tue Jul 15 18:48:48 GMT 2025","passed","Tue Jul 15 18:48:51 GMT 2025","","test_login_positive","",""
"","3205","test_get_users_with_delay","tests.api","Tue Jul 15 18:47:58 GMT 2025","passed","Tue Jul 15 18:48:02 GMT 2025","","test_get_users_with_delay","",""
"","2275","test_login_empty_username_and_password[chromium--secret_sauce-Epic sadface: Username is required]","tests.ui","Tue Jul 15 18:48:41 GMT 2025","passed","Tue Jul 15 18:48:44 GMT 2025","","test_login_negative","",""
"","81","test_get_users_page_1","tests.api","Tue Jul 15 18:47:58 GMT 2025","passed","Tue Jul 15 18:47:58 GMT 2025","","test_get_users_page_1","",""
"","202","test_create_user_with_faker","tests.api","Tue Jul 15 18:47:57 GMT 2025","passed","Tue Jul 15 18:47:57 GMT 2025","","test_create_user_with_faker","",""
"","75","test_get_single_resource","tests.api","Tue Jul 15 18:47:58 GMT 2025","passed","Tue Jul 15 18:47:58 GMT 2025","","test_get_single_resource","",""
"","227","test_delete_user_not_found","tests.api","Tue Jul 15 18:47:58 GMT 2025","passed","Tue Jul 15 18:47:58 GMT 2025","","test_delete_user_not_found","",""
"","214","test_register_success","tests.api","Tue Jul 15 18:48:03 GMT 2025","passed","Tue Jul 15 18:48:03 GMT 2025","","test_register_success","",""
"","215","test_get_user_not_found","tests.api","Tue Jul 15 18:47:58 GMT 2025","passed","Tue Jul 15 18:47:58 GMT 2025","","test_get_user_not_found","",""
"","60","test_get_user_by_id","tests.api","Tue Jul 15 18:47:58 GMT 2025","passed","Tue Jul 15 18:47:58 GMT 2025","","test_get_user_by_id","",""
"","231","test_update_user","tests.api","Tue Jul 15 18:48:03 GMT 2025","passed","Tue Jul 15 18:48:03 GMT 2025","","test_update_user","",""
"","3468","test_login_visual_user_success[chromium]","tests.ui","Tue Jul 15 18:49:02 GMT 2025","passed","Tue Jul 15 18:49:05 GMT 2025","","test_login_positive","",""
