"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","90","test_get_users_page_2","tests.api","Mon Jul 14 18:36:31 GMT 2025","passed","Mon Jul 14 18:36:31 GMT 2025","","test_get_users_page_2","",""
"","9621","test_login_performance_glitch_user_success[chromium]","tests.ui","Mon Jul 14 18:37:22 GMT 2025","passed","Mon Jul 14 18:37:31 GMT 2025","","test_login_positive","",""
"","3601","test_login_standard_user_success[chromium]","tests.ui","Mon Jul 14 18:37:14 GMT 2025","passed","Mon Jul 14 18:37:17 GMT 2025","","test_login_positive","",""
"","2270","test_login_empty_username_and_password[chromium--secret_sauce-Epic sadface: Username is required]","tests.ui","Mon Jul 14 18:37:11 GMT 2025","passed","Mon Jul 14 18:37:14 GMT 2025","","test_login_negative","",""
"","2182","test_login_invalid_username[chromium]","tests.ui","Mon Jul 14 18:37:09 GMT 2025","passed","Mon Jul 14 18:37:11 GMT 2025","","test_login_negative","",""
"","346","test_create_user","tests.api","Mon Jul 14 18:36:29 GMT 2025","passed","Mon Jul 14 18:36:30 GMT 2025","","test_create_user","",""
"","3806","test_login_locked_out_user[chromium]","tests.ui","Mon Jul 14 18:37:04 GMT 2025","passed","Mon Jul 14 18:37:08 GMT 2025","","test_login_negative","",""
"
     End-to-End test: Add multiple items to cart, remove one, and complete checkout
     ","6915","test_e2e_remove_item_and_checkout[chromium]","tests.ui","Mon Jul 14 18:36:57 GMT 2025","passed","Mon Jul 14 18:37:04 GMT 2025","","test_e2e_remove_item","",""
"","373","test_get_users_page_1","tests.api","Mon Jul 14 18:36:30 GMT 2025","passed","Mon Jul 14 18:36:31 GMT 2025","","test_get_users_page_1","",""
"","339","test_get_user_by_id","tests.api","Mon Jul 14 18:36:30 GMT 2025","passed","Mon Jul 14 18:36:30 GMT 2025","","test_get_user_by_id","",""
"","3565","test_login_empty_username_and_password[chromium-standard_user--Epic sadface: Password is required]","tests.ui","Mon Jul 14 18:37:35 GMT 2025","passed","Mon Jul 14 18:37:39 GMT 2025","","test_login_negative","",""
"","314","test_get_user_not_found","tests.api","Mon Jul 14 18:36:30 GMT 2025","passed","Mon Jul 14 18:36:30 GMT 2025","","test_get_user_not_found","",""
"","3409","test_login_visual_user_success[chromium]","tests.ui","Mon Jul 14 18:37:31 GMT 2025","passed","Mon Jul 14 18:37:35 GMT 2025","","test_login_positive","",""
"","3518","test_login_problem_user_success[chromium]","tests.ui","Mon Jul 14 18:37:18 GMT 2025","passed","Mon Jul 14 18:37:21 GMT 2025","","test_login_positive","",""
"
        End-to-End test: Add multiple items to the cart and complete checkout.
     ","6941","test_e2e_add_to_cart_and_checkout[chromium]","tests.ui","Mon Jul 14 18:36:46 GMT 2025","passed","Mon Jul 14 18:36:53 GMT 2025","","test_e2e_buy_items","",""
